,name,id,align,eye,hair,sex,gsm,appearances,first_appearance,year,publisher
19709,Vladimir Zaitsev (Earth-616),Secret Identity,,,Blond,Male,,1.0,1988-04-01,1988.0,marvel
19710,Wes Cassady (Earth-616),Secret Identity,Good,Brown,Black,Male,,1.0,1988-07-01,1988.0,marvel
19711,Wesley Werner (Earth-616),Public Identity,,,,Male,,1.0,1988-11-01,1988.0,marvel
19712,Wilbur Wycombe (Earth-616),No Dual Identity,Good,,White,Male,,1.0,1988-09-01,1988.0,marvel
19713,Winston Kranpuff (Earth-616),No Dual Identity,,Brown,White,Male,,1.0,1988-10-01,1988.0,marvel
19714,Winters (Earth-616),No Dual Identity,,,,Male,,1.0,1988-06-01,1988.0,marvel
19715,Zipper (Earth-616),,Bad,,Blond,Male,,1.0,1988-08-01,1988.0,marvel
19716,Zoga (Earth-616),No Dual Identity,Bad,Blue,Bald,Male,,1.0,1988-11-01,1988.0,marvel
19717,Aalbort (Earth-616),No Dual Identity,,White,White,Male,,1.0,1989-06-01,1989.0,marvel
19718,Abner (Mutant) (Earth-616),,,Black,Brown,Male,,1.0,1989-11-01,1989.0,marvel
19719,Agent 5 (Earth-616),Secret Identity,Bad,,,Male,,1.0,1989-04-01,1989.0,marvel
19720,Aldo Zane (Earth-616),Secret Identity,Bad,Brown,Brown,Male,,1.0,1989-10-01,1989.0,marvel
19721,Altjira (Earth-616),No Dual Identity,Good,White,Brown,Male,,1.0,1989-04-01,1989.0,marvel
19722,Amanda Fallows (Earth-616),,,Blue,Black,Female,,1.0,1989-08-01,1989.0,marvel
19723,Amber D\u2019Alexis (Earth-616),,Bad,Blue,Black,Female,,1.0,1989-08-01,1989.0,marvel
19724,Anthos (Pheragot) (Earth-616),No Dual Identity,,,Black,Male,,1.0,1989-12-01,1989.0,marvel
19725,Aristis (Earth-616),,,,,Male,,1.0,1989-12-01,1989.0,marvel
19726,Azunbulxibar (Earth-616),Secret Identity,,,,Male,,1.0,1989-06-01,1989.0,marvel
19727,Balaal (Earth-616),No Dual Identity,Good,Blue,,Male,,1.0,1989-09-01,1989.0,marvel
19728,Baldric (Earth-616),No Dual Identity,Good,,Black,Male,,1.0,1989-03-01,1989.0,marvel
19729,Banjo (Earth-616),,,Black,Brown,Male,,1.0,1989-11-01,1989.0,marvel
19730,Barber (New Men) (Earth-616),,,,,,,1.0,1989-10-01,1989.0,marvel
19731,Beverly Strange (Earth-616),,,,,Female,,1.0,1989-12-01,1989.0,marvel
19732,Boomer (Reject) (Earth-616),Public Identity,Good,,No,Male,,1.0,1989-12-01,1989.0,marvel
19733,Buzzsaw (Children of Heaven) (Earth-616),Secret Identity,,Brown,Brown,Male,,1.0,1989-11-01,1989.0,marvel
19734,Cadaver (Earth-616),,Bad,,,Male,,1.0,1989-11-01,1989.0,marvel
19735,Carol Rayne (Earth-616),,Good,Blue,Blond,Female,,1.0,1989-06-01,1989.0,marvel
19736,Coal (Earth-616),,Bad,,,,,1.0,1989-10-01,1989.0,marvel
19737,Colin Richard (Earth-616),,Good,,,Male,,1.0,1989-06-01,1989.0,marvel
19738,Colonel Okada (Earth-616),,Good,,,Male,,1.0,1989-06-01,1989.0,marvel
19739,Crab (Earth-616),Public Identity,Bad,,Blond,Female,,1.0,1989-02-01,1989.0,marvel
19740,Damon Joquez (Earth-616),,,,Black,Male,,1.0,1989-11-01,1989.0,marvel
19741,Dexter Rayne (Earth-616),,,,Brown,Male,,1.0,1989-06-01,1989.0,marvel
19742,Egghead (Bunsen Burners) (Earth-616),Secret Identity,Bad,,Bald,Male,,1.0,1989-09-01,1989.0,marvel
19743,Eldred (Earth-616),,,,Black,Male,,1.0,1989-02-01,1989.0,marvel
19744,Ellie Jones (Earth-616),Public Identity,,,,Female,,1.0,1989-06-01,1989.0,marvel
19745,Epititus (Earth-616),Public Identity,Bad,,Brown,Male,,1.0,1989-11-01,1989.0,marvel
19746,Executioner (Enchantress Pawn) (Earth-616),,Bad,,,Male,,1.0,1989-12-01,1989.0,marvel
19747,Feathered Felon (Earth-616),Secret Identity,Bad,,,Male,,1.0,1989-03-01,1989.0,marvel
19748,Ferret (Earth-616),,Good,,,,,1.0,1989-09-01,1989.0,marvel
19749,Gallon (Asgardian) (Earth-616),,Good,,,Male,,1.0,1989-06-01,1989.0,marvel
19750,Georgie (criminal) (Earth-616),Secret Identity,Bad,,,Male,,1.0,1989-11-01,1989.0,marvel
19751,Glimda (Earth-616),Secret Identity,,,Red,Female,,1.0,1989-04-01,1989.0,marvel
19752,Gormagga Kraal (Earth-616),Public Identity,Bad,Yellow,,Male,,1.0,1989-01-01,1989.0,marvel
19753,Gregory Smoot (Earth-616),Secret Identity,Bad,,,Male,,1.0,1989-06-01,1989.0,marvel
19754,Gretchen Carrenna (Earth-616),Public Identity,Neutral,Black,Blond,Female,,1.0,1989-12-01,1989.0,marvel
19755,Haaken (Earth-616),,Good,,,Male,,1.0,1989-05-01,1989.0,marvel
19756,Harkonin (Earth-616),,Good,,,Male,,1.0,1989-12-01,1989.0,marvel
19757,Inoshiro Kondo (Earth-616),,Bad,,,Male,,1.0,1989-08-01,1989.0,marvel
19758,Jak (Earth-616),Public Identity,Neutral,,,Male,,1.0,1989-08-01,1989.0,marvel
19759,Kamara (Earth-616),Public Identity,Neutral,,,Male,,1.0,1989-04-01,1989.0,marvel
19760,Kerjos (Earth-616),No Dual Identity,,,Black,Male,,1.0,1989-12-01,1989.0,marvel
19761,Klytus (Earth-616),,Bad,,Blue,Male,,1.0,1989-02-01,1989.0,marvel
19762,Larrs (Earth-616),Public Identity,Neutral,,,,,1.0,1989-11-01,1989.0,marvel
19763,Lightning Bug (Morlock) (Earth-616),,Neutral,,,,,1.0,1989-03-01,1989.0,marvel
19764,Madeline Reznek (Earth-616),,,,,Female,,1.0,1989-10-01,1989.0,marvel
19765,Malone (Mercenary) (Earth-616),Public Identity,,Brown,Brown,Male,,1.0,1989-07-01,1989.0,marvel
19766,Manuel Diego (Earth-616),,Good,,Black,Male,,1.0,1989-07-01,1989.0,marvel
19767,Michael (Children of Heaven) (Earth-616),Secret Identity,Good,Blue,Blond,Male,,1.0,1989-11-01,1989.0,marvel
19768,Mike Ivy (Earth-616),Public Identity,Good,,,Male,,1.0,1989-12-01,1989.0,marvel
19769,Minnow (Earth-616),,Bad,,,Male,,1.0,1989-02-01,1989.0,marvel
19770,Mohawk (Children of Heaven) (Earth-616),Secret Identity,Good,,White,Female,,1.0,1989-11-01,1989.0,marvel
19771,Mussels (Earth-616),,Bad,,Bald,Male,,1.0,1989-02-01,1989.0,marvel
19772,Nikolai Mordo (Earth-616),,Bad,,,Male,,1.0,1989-08-01,1989.0,marvel
19773,Ossem (Earth-616),Public Identity,Good,Blue,,Male,,1.0,1989-09-01,1989.0,marvel
19774,Panther (Earth-616),Secret Identity,Good,,Black,Male,,1.0,1989-08-01,1989.0,marvel
19775,Paolo Montesi (Earth-616),,,,,Male,,1.0,1989-12-01,1989.0,marvel
19776,Phillip (Children of Heaven) (Earth-616),,,Brown,White,Male,,1.0,1989-11-01,1989.0,marvel
19777,Puma (Earth-616),,Good,,,,,1.0,1989-09-01,1989.0,marvel
19778,Quantum Mechanic (Earth-616),Secret Identity,Bad,,,Male,,1.0,1989-11-01,1989.0,marvel
19779,Rafi (Earth-616),Secret Identity,Bad,,Black,Male,,1.0,1989-11-01,1989.0,marvel
19780,Richie (criminal) (Earth-616),Secret Identity,Bad,,,Male,,1.0,1989-11-01,1989.0,marvel
19781,Rico Gawren (Earth-616),,Bad,,Black,Male,,1.0,1989-01-01,1989.0,marvel
19782,Roberto Carlos (Earth-616),No Dual Identity,Good,,Black,Male,,1.0,1989-07-01,1989.0,marvel
19783,Rust (Earth-616),Secret Identity,Bad,,,Male,,1.0,1989-02-01,1989.0,marvel
19784,Seahorse (Earth-616),,Bad,,,Male,,1.0,1989-02-01,1989.0,marvel
19785,Seaweed (Earth-616),,Bad,,Blond,Male,,1.0,1989-02-01,1989.0,marvel
19786,Spike (Deviant) (Earth-616),,Bad,,,,,1.0,1989-10-01,1989.0,marvel
19787,String (Earth-616),,Bad,,,Male,,1.0,1989-10-01,1989.0,marvel
19788,Swen (Earth-616),Public Identity,Neutral,,,Male,,1.0,1989-08-01,1989.0,marvel
19789,Tareva (Earth-616),No Dual Identity,Good,Blue,Brown,Female,,1.0,1989-07-01,1989.0,marvel
19790,Teacher (Earth-616),Secret Identity,Bad,,,,,1.0,1989-03-01,1989.0,marvel
19791,Thomas Bradley (Earth-616),Public Identity,Good,Brown,Black,Male,,1.0,1989-11-01,1989.0,marvel
19792,Todd Tremaine (Earth-616),No Dual Identity,Neutral,,,Male,,1.0,1989-11-01,1989.0,marvel
19793,Trittex (Earth-616),Public Identity,Bad,,No,Male,,1.0,1989-10-01,1989.0,marvel
19794,Valentina Tupulov (Earth-616),,,,,Female,,1.0,1989-06-01,1989.0,marvel
19795,Voodoo (Donny) (Earth-616),Secret Identity,Good,,Brown,Male,,1.0,1989-11-01,1989.0,marvel
19796,Vron-Ikka (Earth-616),Secret Identity,Neutral,Green,Red,Female,,1.0,1989-11-01,1989.0,marvel
19797,William Goldman (Earth-616),,,,,Male,,1.0,1989-07-01,1989.0,marvel
19798,Wrakk (Earth-616),Public Identity,Neutral,,,Male,,1.0,1989-11-01,1989.0,marvel
19799,Wylar (Earth-616),,Bad,,,Male,,1.0,1989-11-01,1989.0,marvel
19800,Yoof (Earth-616),,,,,,,1.0,1989-11-01,1989.0,marvel
19801,Yorlo (Earth-616),No Dual Identity,Neutral,,,Male,,1.0,1989-04-01,1989.0,marvel
19802,Zalph (Earth-616),Public Identity,Neutral,,,Male,,1.0,1989-09-01,1989.0,marvel
19803,Zantor (Earth-616),No Dual Identity,Bad,,,Male,,1.0,1989-07-01,1989.0,marvel
19804,Zhilla Char (Earth-616),Secret Identity,Bad,,Green,Female,,1.0,1989-02-01,1989.0,marvel
19805,Alan Burstyn (Earth-616),,Bad,,Brown,Male,,1.0,1990-09-01,1990.0,marvel
19806,Aleister Kane (Earth-616),No Dual Identity,Good,,,Male,,1.0,1990-08-01,1990.0,marvel
19807,Alex (Morlock) (Earth-616),Secret Identity,Neutral,,,,,1.0,1990-12-01,1990.0,marvel
19808,Amelia Greer (Earth-616),Secret Identity,,Brown,Black,Female,,1.0,1990-05-01,1990.0,marvel
19809,Andrei Rostov (Earth-616),Secret Identity,,,Brown,Male,,1.0,1990-05-01,1990.0,marvel
19810,Armand Jones (Earth-616),,Bad,,Bald,Male,,1.0,1990-10-01,1990.0,marvel
19811,Armory (Heavy Metal) (Earth-616),Secret Identity,Bad,,,,,1.0,1990-08-01,1990.0,marvel
19812,Auggie Slater (Earth-616),No Dual Identity,Bad,,Black,Male,,1.0,1990-04-01,1990.0,marvel
19813,Avlekete (Earth-616),,Good,,Black,Female,,1.0,1990-05-01,1990.0,marvel
19814,Azure (Earth-616),,Bad,,,Male,,1.0,1990-07-01,1990.0,marvel
19815,Bellos (Earth-616),Secret Identity,Bad,,Black,Male,,1.0,1990-07-01,1990.0,marvel
19816,Bert Packer (Earth-616),,Bad,,Black,Male,,1.0,1990-08-01,1990.0,marvel
19817,Biawak (Earth-616),,Bad,,,Male,,1.0,1990-06-01,1990.0,marvel
19818,Bill (Secret Hospital) (Earth-616),No Dual Identity,,,,Male,,1.0,1990-07-01,1990.0,marvel
19819,Birdbeast (Earth-616),No Dual Identity,Bad,,No,,,1.0,1990-03-01,1990.0,marvel
19820,Borgus (Earth-616),Public Identity,Bad,,Blond,Male,,1.0,1990-04-01,1990.0,marvel
19821,Boulder (Kinsmen) (Earth-616),Secret Identity,Good,,Black,Female,,1.0,1990-02-01,1990.0,marvel
19822,Brigitte Lahti (Earth-616),,Bad,,Blond,Female,,1.0,1990-05-01,1990.0,marvel
19823,Buddy (Earth-616),Public Identity,,,Brown,Male,,1.0,1990-07-01,1990.0,marvel
19824,Buzzsaw (Power Tools) (Earth-616),,Bad,,Black,Male,,1.0,1990-07-01,1990.0,marvel
19825,Cameron Leonard (Earth-616),Secret Identity,Bad,White,,Male,,1.0,1990-09-01,1990.0,marvel
19826,Chilovkyev Machina (Earth-616),Secret Identity,Bad,Blue,Red,Male,,1.0,1990-04-01,1990.0,marvel
19827,Chudar (Earth-616),Public Identity,Bad,Red,No,Male,,1.0,1990-07-01,1990.0,marvel
19828,Cooter (Earth-616),Secret Identity,Bad,,Blond,Female,,1.0,1990-09-01,1990.0,marvel
19829,Dagal (Earth-616),,Good,,,Male,,1.0,1990-03-01,1990.0,marvel
19830,David Slowman (Earth-616),Public Identity,,,Black,,,1.0,1990-04-01,1990.0,marvel
19831,Doctor Hatton (Earth-616),Public Identity,Neutral,,Black,Male,,1.0,1990-08-01,1990.0,marvel
19832,Dutch Rosenblatt (Earth-616),No Dual Identity,Bad,,Red,Male,,1.0,1990-12-01,1990.0,marvel
19833,Dyke (Earth-616),,Good,,,Female,,1.0,1990-02-01,1990.0,marvel
19834,Eddie (Earth-616),Public Identity,Good,,Black,Male,,1.0,1990-11-01,1990.0,marvel
19835,Eschu (Earth-616),,Good,,,Male,,1.0,1990-05-01,1990.0,marvel
19836,Esmerelda Castiglione (Earth-616),Public Identity,Neutral,,White,Female,,1.0,1990-12-01,1990.0,marvel
19837,Ezili (Earth-616),,Good,,,Female,,1.0,1990-05-01,1990.0,marvel
19838,Fire Hand (Earth-616),,Good,,Black,Male,,1.0,1990-04-01,1990.0,marvel
19839,Firefly (Shroud Foe) (Earth-616),Secret Identity,Bad,,Black,Female,,1.0,1990-07-01,1990.0,marvel
19840,Freak Quincy (Earth-616),Secret Identity,Neutral,,,Male,,1.0,1990-04-01,1990.0,marvel
19841,Garloff (Earth-616),Public Identity,,,Black,Male,,1.0,1990-04-01,1990.0,marvel
19842,Giacomo Montesi (Earth-616),,,,,Male,,1.0,1990-01-01,1990.0,marvel
19843,Handsaw (Power Tools) (Earth-616),Secret Identity,Bad,,Red,Female,,1.0,1990-02-01,1990.0,marvel
19844,Heavy Metal Jacket (Earth-616),Secret Identity,Bad,,,Male,,1.0,1990-07-01,1990.0,marvel
19845,Hubie Packer (Earth-616),Public Identity,Bad,,Brown,Male,,1.0,1990-08-01,1990.0,marvel
19846,James Lukus (Earth-616),Public Identity,Good,,Brown,Male,,1.0,1990-12-01,1990.0,marvel
19847,Jasper Keaton (Earth-616),,,,,Male,,1.0,1990-11-01,1990.0,marvel
19848,Jerry Weiderman (Earth-616),,Bad,,,Male,,1.0,1990-08-01,1990.0,marvel
19849,Jesus Badalemente (Earth-616),,Good,,Brown,Male,,1.0,1990-08-01,1990.0,marvel
19850,Jesus Suarez (Earth-616),Secret Identity,,,,Male,,1.0,1990-05-01,1990.0,marvel
19851,Jethro Prufrock (Earth-616),Public Identity,Bad,,White,Male,,1.0,1990-06-01,1990.0,marvel
19852,Joyride (Earth-616),,Bad,,,Male,,1.0,1990-08-01,1990.0,marvel
19853,Killdozer (Earth-616),,Bad,,,Male,,1.0,1990-07-01,1990.0,marvel
19854,Leon Stort (Earth-616),,Bad,,,Male,,1.0,1990-09-01,1990.0,marvel
19855,Les (ESU) (Earth-616),Public Identity,Neutral,,Auburn,Male,,1.0,1990-07-01,1990.0,marvel
19856,Lifeline (Earth-616),Secret Identity,Neutral,,Blond,Male,,1.0,1990-05-01,1990.0,marvel
19857,Louis Joubert (Earth-616),Secret Identity,Neutral,,Black,Male,,1.0,1990-05-01,1990.0,marvel
19858,Marcello Montesi (Earth-616),,,,,Male,,1.0,1990-01-01,1990.0,marvel
19859,Margaret Voelker,,,,,Female,,1.0,1990-11-01,1990.0,marvel
19860,Martu (Earth-616),,,,,Male,,1.0,1990-04-01,1990.0,marvel
19861,Mary Beck (Earth-616),No Dual Identity,,,Blond,Female,,1.0,1990-01-01,1990.0,marvel
19862,Master Elo (Earth-616),Public Identity,Good,,White,Male,,1.0,1990-07-01,1990.0,marvel
19863,Mawu (Earth-616),Public Identity,Good,,White,Female,,1.0,1990-05-01,1990.0,marvel
19864,Michael (Genoshan Mutate) (Earth-616),Public Identity,,Brown,Red,Male,,1.0,1990-11-01,1990.0,marvel
19865,Miclas (Earth-616),Secret Identity,Bad,,,,,1.0,1990-12-01,1990.0,marvel
19866,Milena (Earth-616),No Dual Identity,Good,,,Female,,1.0,1990-04-01,1990.0,marvel
19867,Mindstorm (Earth-616),Secret Identity,Bad,,,Male,,1.0,1990-12-01,1990.0,marvel
19868,Missy (Morlock) (Earth-616),Secret Identity,Neutral,,Bald,Female,,1.0,1990-12-01,1990.0,marvel
19869,Moloch (Demon) (Earth-616),,Bad,,,,,1.0,1990-08-01,1990.0,marvel
19870,Mubaru (Earth-616),Public Identity,,Brown,Black,Male,,1.0,1990-05-01,1990.0,marvel
19871,Napalm (Grip) (Earth-616),,Bad,,,Male,,1.0,1990-01-01,1990.0,marvel
19872,Oort (Earth-616),Secret Identity,Bad,,,Male,,1.0,1990-08-01,1990.0,marvel
19873,Otmu (Earth-616),Secret Identity,Neutral,,No,Male,,1.0,1990-10-01,1990.0,marvel
19874,Paul Hazlett (Earth-616),Secret Identity,Bad,,Auburn,Male,,1.0,1990-05-01,1990.0,marvel
19875,Persuader robot,Secret Identity,,,No,,,1.0,1990-03-01,1990.0,marvel
19876,Pick Axe (Power Tools) (Earth-616),Secret Identity,Bad,,Blond,Male,,1.0,1990-02-01,1990.0,marvel
19877,Randall Pierce (Earth-616),,Good,,Blond,Male,,1.0,1990-08-01,1990.0,marvel
19878,Rapscallion (Earth-616),,Good,,,Male,,1.0,1990-02-01,1990.0,marvel
19879,Redblade (Earth-616),,Bad,,Black,Male,,1.0,1990-02-01,1990.0,marvel
19880,Rocco Castiglione (Earth-616),Public Identity,Neutral,Blue,White,Male,,1.0,1990-12-01,1990.0,marvel
19881,Ruby (Ravens) (Earth-616),,Bad,,,Female,,1.0,1990-08-01,1990.0,marvel
19882,Rudy Vanderberger (Earth-616),,Bad,,Brown,Male,,1.0,1990-02-01,1990.0,marvel
19883,Saja (Earth-616),,Neutral,Red,,Male,,1.0,1990-04-01,1990.0,marvel
19884,Samson (Morlock) (Earth-616),Secret Identity,,,Pink,Male,,1.0,1990-06-01,1990.0,marvel
19885,Sayf ad-Din Abu Bakr al-Malik al-Adil (Earth-616),Public Identity,Good,,Black,Male,,1.0,1990-08-01,1990.0,marvel
19886,Scope (Criminal) (Earth-616),Secret Identity,Bad,,Black,Male,,1.0,1990-05-01,1990.0,marvel
19887,Sean Grahl (Earth-616),Secret Identity,Bad,,Black,Male,,1.0,1990-12-01,1990.0,marvel
19888,Se\u00f1or Muerte (Terrorist) (Earth-616),Secret Identity,Bad,,,Male,,1.0,1990-01-01,1990.0,marvel
19889,Shara (Earth-616),Public Identity,Good,,,Female,,1.0,1990-12-01,1990.0,marvel
19890,Sinifer (Earth-616),,Neutral,,No,,,1.0,1990-10-01,1990.0,marvel
19891,Slagmire (Earth-616),Public Identity,Bad,,Brown,Male,,1.0,1990-02-01,1990.0,marvel
19892,Soar (Earth-616),,Good,,,Male,,1.0,1990-08-01,1990.0,marvel
19893,Soong (Earth-616),Public Identity,,,Black,Male,,1.0,1990-09-01,1990.0,marvel
19894,Sprint (Grip) (Earth-616),,Bad,,,Male,,1.0,1990-01-01,1990.0,marvel
19895,Stalker (Mutant) (Earth-616),,,Blue,Blond,Male,,1.0,1990-04-01,1990.0,marvel
19896,Steel-Fist (Earth-616),,Bad,,,Male,,1.0,1990-07-01,1990.0,marvel
19897,Stevie (Earth-616),Secret Identity,Bad,,Black,Male,,1.0,1990-11-01,1990.0,marvel
19898,Sylvia (ESU) (Earth-616),Public Identity,Neutral,,Black,Female,,1.0,1990-08-01,1990.0,marvel
19899,Talks-To-Spirits (Earth-616),Public Identity,Good,,White,Male,,1.0,1990-04-01,1990.0,marvel
19900,Tamone (Earth-616),,Bad,,Black,Male,,1.0,1990-01-01,1990.0,marvel
19901,Targi (Earth-616),Public Identity,Bad,,Brown,Male,,1.0,1990-04-01,1990.0,marvel
19902,Teleplex (Earth-616),,Good,,,Male,,1.0,1990-02-01,1990.0,marvel
19903,Theodore LeSeig (Earth-616),Secret Identity,Bad,,Bald,Male,,1.0,1990-12-01,1990.0,marvel
19904,Tom Nakadai (Earth-616),Secret Identity,,,,Male,,1.0,1990-05-01,1990.0,marvel
19905,Tone-Def (Earth-616),,Bad,,,Male,,1.0,1990-07-01,1990.0,marvel
19906,Torg (Agent of Frederick Dirkreich) (Earth-616),Secret Identity,Bad,,,Male,,1.0,1990-07-01,1990.0,marvel
19907,Triphammer (Power Tools) (Earth-616),Secret Identity,Bad,,Brown,Male,,1.0,1990-02-01,1990.0,marvel
19908,Ualu (Earth-616),Secret Identity,Neutral,,No,Male,,1.0,1990-10-01,1990.0,marvel
19909,Uzi (Grip) (Earth-616),Secret Identity,Bad,,,Male,,1.0,1990-01-01,1990.0,marvel
19910,Varney (Mortimer) (Earth-616),Public Identity,,Variable,Brown,Male,,1.0,1990-03-01,1990.0,marvel
19911,Vega-Superior (Earth-616),Secret Identity,Bad,Red,No,,,1.0,1990-11-01,1990.0,marvel
19912,Vice (Grip) (Earth-616),,Bad,,,Male,,1.0,1990-01-01,1990.0,marvel
19913,Vice (Power Tools) (Earth-616),Secret Identity,Bad,,Blond,Male,,1.0,1990-02-01,1990.0,marvel
19914,Vincent Gardner (Earth-616),Secret Identity,Bad,,,Male,,1.0,1990-09-01,1990.0,marvel
19915,Wee One (Earth-616),,Good,,White,Male,,1.0,1990-02-01,1990.0,marvel
19916,Wildmoon (Earth-616),Public Identity,Bad,,White,Male,,1.0,1990-03-01,1990.0,marvel
19917,Willow-Dancer (Earth-616),,Good,,Brown,Female,,1.0,1990-04-01,1990.0,marvel
19918,Windmill (Grip) (Earth-616),,Bad,,,Male,,1.0,1990-01-01,1990.0,marvel
19919,Yoshida Asano (Earth-616),,Bad,,,Male,,1.0,1990-06-01,1990.0,marvel
19920,Zenith (Earth-616),Secret Identity,,,Bald,Male,,1.0,1990-06-01,1990.0,marvel
19921,11-Ball (Earth-616),Secret Identity,Bad,,,Male,,1.0,1991-07-01,1991.0,marvel
19922,9-Ball (Earth-616),Secret Identity,Bad,,,Male,,1.0,1991-07-01,1991.0,marvel
19923,Aa-Gorn (Earth-616),No Dual Identity,Neutral,,Black,Male,,1.0,1991-08-01,1991.0,marvel
19924,Acba (Earth-616),Secret Identity,Neutral,White,No,Male,,1.0,1991-08-01,1991.0,marvel
19925,Ahh (Earth-616),,,,White,Female,,1.0,1991-04-01,1991.0,marvel
19926,Alex Lipton (Earth-616),Public Identity,Neutral,,,Male,,1.0,1991-01-01,1991.0,marvel
19927,Alphan (Earth-616),Secret Identity,Neutral,,,,,1.0,1991-07-01,1991.0,marvel
19928,Avandalia (Earth-616),,Bad,White,Blond,Female,,1.0,1991-02-01,1991.0,marvel
19929,Balaban (Earth-616),No Dual Identity,,,Red,Male,,1.0,1991-11-01,1991.0,marvel
19930,Bertram (Earth-616),No Dual Identity,Good,Blue,No,Male,,1.0,1991-01-01,1991.0,marvel
19931,Blowtorch (Earth-616),Secret Identity,Bad,,,Male,,1.0,1991-01-01,1991.0,marvel
19932,Bouncer (Speedball Foe) (Earth-616),,Bad,,,Male,,1.0,1991-07-01,1991.0,marvel
19933,Bruuk (Earth-616),,Neutral,Yellow,No,,,1.0,1991-07-01,1991.0,marvel
19934,Bulwark (Berditchev Agent) (Earth-616),Secret Identity,Bad,,Bald,Male,,1.0,1991-10-01,1991.0,marvel
19935,Calumet (Earth-616),,Neutral,,,Male,,1.0,1991-01-01,1991.0,marvel
19936,Cary Albertson (Earth-616),,,,Brown,Male,,1.0,1991-01-01,1991.0,marvel
19937,Cassandra Romulus (Earth-616),Public Identity,Bad,,Blond,Female,,1.0,1991-04-01,1991.0,marvel
19938,Chimera (Femizons) (Earth-616),Secret Identity,Bad,,Brown,Female,,1.0,1991-08-01,1991.0,marvel
19939,Christina Aguilar (Earth-616),Public Identity,Good,Brown,Brown,Female,,1.0,1991-06-01,1991.0,marvel
19940,Clarissa (Asgardian) (Earth-616),,Good,,,Female,,1.0,1991-07-01,1991.0,marvel
19941,Cobweb (Sleepwalker Foe) (Earth-616),,Bad,,,Male,,1.0,1991-06-01,1991.0,marvel
19942,Cypress (Roxxon Agent) (Earth-616),Secret Identity,Bad,Green,Brown,Male,,1.0,1991-04-01,1991.0,marvel
19943,Delta Nine (Earth-616),No Dual Identity,Good,Blue,Black,Male,,1.0,1991-11-01,1991.0,marvel
19944,Dovina (Earth-616),,,Blue,Blond,Female,,1.0,1991-05-01,1991.0,marvel
19945,Edda (Watcher) (Earth-616),,Neutral,,No,Male,,1.0,1991-08-01,1991.0,marvel
19946,Editor (Earth-616),Secret Identity,Bad,,Brown,Male,,1.0,1991-11-01,1991.0,marvel
19947,Edward Vanelli (Earth-616),,Bad,,,Male,,1.0,1991-01-01,1991.0,marvel
19948,Egma (Earth-616),,Neutral,,Bald,Male,,1.0,1991-08-01,1991.0,marvel
19949,Elematrix (Earth-616),,Bad,,,,,1.0,1991-11-01,1991.0,marvel
19950,Erik Saltz (Earth-616),Public Identity,Bad,,Brown,Male,,1.0,1991-09-01,1991.0,marvel
19951,Ernest Mills (Earth-616),,Bad,,Bald,Male,,1.0,1991-12-01,1991.0,marvel
19952,Euphy Aguilar (Earth-616),Public Identity,Good,Brown,Brown,Female,,1.0,1991-06-01,1991.0,marvel
19953,Fangu (Earth-616),,Good,,No,Male,,1.0,1991-12-01,1991.0,marvel
19954,Franklin Hume (Earth-616),Public Identity,,,,Male,,1.0,1991-04-01,1991.0,marvel
19955,Gene Hoffman (Earth-616),Public Identity,Bad,,Black,Male,,1.0,1991-05-01,1991.0,marvel
19956,General Brinkhaus (Earth-616),,Bad,,,Male,,1.0,1991-06-01,1991.0,marvel
19957,Gilmore Hodge (Earth-616),Public Identity,Good,Brown,,Male,,1.0,1991-09-01,1991.0,marvel
19958,Gregor Smirnoff (Earth-616),,Bad,,Grey,Male,,1.0,1991-10-01,1991.0,marvel
19959,Grylak (Earth-616),,Bad,Red,Purple,Male,,1.0,1991-12-01,1991.0,marvel
19960,Haag (Deviant) (Earth-616),,Bad,,,Female,,1.0,1991-11-01,1991.0,marvel
19961,Harry Delgado (Earth-616),,,,,Male,,1.0,1991-10-01,1991.0,marvel
19962,Hypertron 1.0 (Chester) (Earth-616),Secret Identity,Bad,,,Male,,1.0,1991-12-01,1991.0,marvel
19963,Iceworm (Earth-616),,Bad,,No,,,1.0,1991-04-01,1991.0,marvel
19964,Inorganic Technotroid (Earth-616),,,,,,,1.0,1991-02-01,1991.0,marvel
19965,Instant Replay (Earth-616),Secret Identity,Bad,,Brown,Male,,1.0,1991-12-01,1991.0,marvel
19966,Itzhak Berditchev (Earth-616),Public Identity,Bad,,Grey,Male,,1.0,1991-10-01,1991.0,marvel
19967,Izanami (The Hand) (Earth-616),Secret Identity,Bad,,Black,Female,,1.0,1991-06-01,1991.0,marvel
19968,Jacqueline Freeman (Earth-616),Public Identity,,,,Female,,1.0,1991-04-01,1991.0,marvel
19969,Jake Miller (Earth-616),,Neutral,Grey,Brown,Male,,1.0,1991-07-01,1991.0,marvel
19970,James Fletcher (Earth-616),Public Identity,Good,,,Male,,1.0,1991-09-01,1991.0,marvel
19971,James Howlett (War Skrull) (Earth-616),Secret Identity,Bad,,,Male,,1.0,1991-06-01,1991.0,marvel
19972,Joey (Morlock) (Earth-616),,Neutral,,,Male,,1.0,1991-10-01,1991.0,marvel
19973,Joey Farrell (Earth-616),,Bad,,Black,Male,,1.0,1991-10-01,1991.0,marvel
19974,John Rozum (Earth-616),,,,,Male,,1.0,1991-07-01,1991.0,marvel
19975,Jonothon Cayre (Earth-616),,Bad,,,Male,,1.0,1991-12-01,1991.0,marvel
